node1,node2
1969427,3801352
1969427,3297714
1969427,1720267
1969427,2153047
1969427,3822037
1969427,3440462
1969427,2911720
1969427,2354915
1969427,2337936
1969427,3572554
1969427,292288
1969427,1296560
1969427,659489
1969427,3400086
1969427,3327421
1969427,3850540
2141781,3444900
2141781,1947155
2141781,1757902
2141781,2259400
2141781,3937254
2141781,1350039
2141781,2011480
2141781,897415
2141781,1062887
2141781,3866996
2141781,3360075
2141781,2294764
2141781,1704090
2141781,3649315
2141781,2870943
2141781,1367553
2141781,1794475
2141781,1563527
2141781,3154501
2310037,3100752
2310037,2444382
2310037,3601622
2310037,1320464
2310037,2189092
2310037,1315971
2310037,4088802
2310037,3898149
2310037,1524988
2310037,1322177
2310037,3583999
2310037,2384474
2310037,4033109
2310037,130774
2310037,3891488
2310037,1835993
2310037,119336
2310037,1294703
2310037,752516
2177839,3738921
2177839,4184965
2177839,896840
2177839,1100572
2177839,3841597
2177839,2242503
2177839,2444711
2177839,2954977
859441,1651333
859441,2332397
859441,3296786
859441,667577
859441,3572421
859441,2900949
859441,431849
859441,2828000
859441,3570271
859441,4132916
859441,1304454
859441,3460119
859441,1372527
859441,3213246
859441,2169669
859441,3154316
859441,3905599
859441,1920782
859441,2298404
859441,3609850
859441,2574794
859441,2308498
859441,3450897
1651333,859441
1651333,2332397
1651333,3296786
1651333,667577
1651333,3572421
1651333,2900949
1651333,431849
1651333,2828000
1651333,3570271
1651333,4132916
1651333,1304454
1651333,3460119
1651333,1372527
1651333,3213246
1651333,2169669
1651333,3154316
1651333,3905599
1651333,1920782
1651333,2298404
1651333,3609850
1651333,2574794
1651333,2308498
1651333,3450897
3518677,1606252
3518677,517427
3518677,4020681
3518677,2313557
3518677,2033469
3518677,2560098
3518677,734100
3518677,3347260
3518677,1379991
3518677,3209898
3518677,3452410
3518677,601501
3518677,4196034
3518677,2224147
3518677,376078
3518677,2537147
3518677,3395254
3518677,2085894
1904884,3380125
1904884,2983812
1904884,1639169
1904884,803165
1904884,3535218
1904884,1677446
1904884,3080830
1904884,2256190
1904884,2168448
1904884,2337170
1904884,3307154
1904884,3474059
1904884,515777
1904884,1873619
1904884,2568069
1904884,963042
1904884,2634975
1904884,2741664
1904884,1782354
1904884,1143543
1904884,2528148
2983812,3380125
2983812,1904884
2983812,1639169
2983812,803165
2983812,3535218
2983812,1677446
2983812,3080830
2983812,2256190
2983812,2168448
2983812,2337170
2983812,3307154
2983812,3474059
2983812,515777
2983812,1873619
2983812,2568069
2983812,963042
2983812,2634975
2983812,2741664
2983812,1782354
2983812,1143543
2983812,2528148
1757902,2141781
1757902,3444900
1757902,1947155
1757902,2259400
1757902,3937254
1757902,1350039
1757902,2011480
1757902,897415
1757902,1062887
1757902,3866996
1757902,3360075
1757902,2294764
1757902,1704090
1757902,3649315
1757902,2870943
1757902,1367553
1757902,1794475
1757902,1563527
1757902,3154501
3297714,1969427
3297714,2337936
4184965,2177839
4184965,3738921
4184965,2743755
4184965,3114413
4184965,377387
4184965,3866857
4184965,2079856
4184965,1262713
4184965,3197190
4184965,896840
4184965,4021325
4184965,1100572
4184965,3841597
4184965,2242503
4184965,3373068
4184965,1000886
4184965,2444711
4184965,2954977
2079856,3738921
2079856,2743755
2079856,3114413
2079856,377387
2079856,3866857
2079856,4184965
2079856,1262713
2079856,3197190
2079856,4021325
2079856,2242503
2079856,3373068
2079856,1000886
2079856,2444711
2079856,2954977
1775098,2153047
1775098,3440462
1775098,2354915
1775098,292288
1775098,3327421
1775098,3850540
3572421,859441
3572421,1651333
3572421,2332397
3572421,3296786
3572421,667577
3572421,2900949
3572421,431849
3572421,2828000
3572421,3570271
3572421,4132916
3572421,1304454
3572421,3460119
3572421,1372527
3572421,3213246
3572421,2169669
3572421,3154316
3572421,3905599
3572421,1920782
3572421,2298404
3572421,3609850
3572421,2574794
3572421,2308498
3572421,3450897
2900949,859441
2900949,1651333
2900949,2332397
2900949,3296786
2900949,667577
2900949,3572421
2900949,431849
2900949,2828000
2900949,3570271
2900949,4132916
2900949,1304454
2900949,3460119
2900949,1372527
2900949,3213246
2900949,2169669
2900949,3154316
2900949,3905599
2900949,1920782
2900949,2298404
2900949,3609850
2900949,2574794
2900949,2308498
2900949,3450897
2313557,3518677
2313557,1606252
2313557,517427
2313557,4020681
2313557,2033469
2313557,2560098
2313557,734100
2313557,3347260
2313557,1379991
2313557,3209898
2313557,3452410
2313557,601501
2313557,4196034
2313557,2224147
